project_id,mission_id,node_id,task_type,source_path,dispatched_at,completed_at,duration_seconds,duration_robust,done,passed,request_attention,missing_end_node,rate_limit,killed_or_timeout,internal_error
20260630T151650Z-take-over-the-crypto-miner-alert-project-in-manual-mode-goal-get,mission-001,T1-v2,work,/root/.zenith/projects/20260630T151650Z-take-over-the-crypto-miner-alert-project-in-manual-mode-goal-get/.zenith/missions/mission-001/attempts/2026-06-30T15-26-52Z-0000__T1-v2.md,2026-06-30T15:26:52Z,2026-06-30T15:45:50.618428Z,1138.618,1,1,,0,0,0,0,0
20260630T151650Z-take-over-the-crypto-miner-alert-project-in-manual-mode-goal-get,mission-001,T2-v2,work,/root/.zenith/projects/20260630T151650Z-take-over-the-crypto-miner-alert-project-in-manual-mode-goal-get/.zenith/missions/mission-001/attempts/2026-06-30T15-26-52Z-0001__T2-v2.md,2026-06-30T15:26:52Z,2026-06-30T15:45:50.619428Z,1138.619,1,1,,0,0,0,0,0
20260630T151650Z-take-over-the-crypto-miner-alert-project-in-manual-mode-goal-get,mission-001,T3-v2,work,/root/.zenith/projects/20260630T151650Z-take-over-the-crypto-miner-alert-project-in-manual-mode-goal-get/.zenith/missions/mission-001/attempts/2026-06-30T15-26-52Z-0002__T3-v2.md,2026-06-30T15:26:52Z,2026-06-30T15:45:50.620428Z,1138.62,1,1,,0,0,0,1,0
20260630T151650Z-take-over-the-crypto-miner-alert-project-in-manual-mode-goal-get,mission-001,T4-v2,work,/root/.zenith/projects/20260630T151650Z-take-over-the-crypto-miner-alert-project-in-manual-mode-goal-get/.zenith/missions/mission-001/attempts/2026-06-30T15-26-52Z-0003__T4-v2.md,2026-06-30T15:26:52Z,2026-06-30T15:45:50.620428Z,1138.62,1,1,,0,0,0,0,0
20260630T151650Z-take-over-the-crypto-miner-alert-project-in-manual-mode-goal-get,mission-001,T5-v2,work,/root/.zenith/projects/20260630T151650Z-take-over-the-crypto-miner-alert-project-in-manual-mode-goal-get/.zenith/missions/mission-001/attempts/2026-06-30T15-45-50Z-0000__T5-v2.md,2026-06-30T15:45:50Z,2026-06-30T15:55:15.077450Z,565.077,1,1,,0,0,0,0,0
20260630T151650Z-take-over-the-crypto-miner-alert-project-in-manual-mode-goal-get,mission-001,T6-v2,validate,/root/.zenith/projects/20260630T151650Z-take-over-the-crypto-miner-alert-project-in-manual-mode-goal-get/.zenith/missions/mission-001/attempts/2026-06-30T15-45-50Z-0001__T6-v2.md,2026-06-30T15:45:50Z,2026-06-30T15:55:15.081450Z,565.081,1,1,0,1,0,0,0,0
20260630T151650Z-take-over-the-crypto-miner-alert-project-in-manual-mode-goal-get,mission-001,T7-v2,validate,/root/.zenith/projects/20260630T151650Z-take-over-the-crypto-miner-alert-project-in-manual-mode-goal-get/.zenith/missions/mission-001/attempts/2026-06-30T15-45-50Z-0002__T7-v2.md,2026-06-30T15:45:50Z,2026-06-30T15:55:15.087450Z,565.087,1,1,1,0,0,0,0,0
20260630T151650Z-take-over-the-crypto-miner-alert-project-in-manual-mode-goal-get,mission-001,T8-v2,validate,/root/.zenith/projects/20260630T151650Z-take-over-the-crypto-miner-alert-project-in-manual-mode-goal-get/.zenith/missions/mission-001/attempts/2026-06-30T15-45-50Z-0003__T8-v2.md,2026-06-30T15:45:50Z,2026-06-30T15:55:15.090450Z,565.09,1,1,1,0,0,0,0,0
20260630T151650Z-take-over-the-crypto-miner-alert-project-in-manual-mode-goal-get,mission-001,T9-v2,validate,/root/.zenith/projects/20260630T151650Z-take-over-the-crypto-miner-alert-project-in-manual-mode-goal-get/.zenith/missions/mission-001/attempts/2026-06-30T18-54-44Z__T9-v2.md,2026-06-30T18:54:44Z,2026-06-30T19:02:05.413256Z,441.413,1,1,0,1,0,0,0,0
20260630T192808Z-read-and-analyze-two-scientific-articles-sciencedirect-s00092614,mission-001,t1-extract-protocols,work,/root/.zenith/projects/20260630T192808Z-read-and-analyze-two-scientific-articles-sciencedirect-s00092614/.zenith/missions/mission-001/attempts/2026-06-30T19-36-41Z-0000__t1-extract-protocols.md,2026-06-30T19:36:41Z,2026-06-30T19:52:34.473181Z,953.473,1,1,,0,0,0,0,0
20260630T192808Z-read-and-analyze-two-scientific-articles-sciencedirect-s00092614,mission-001,t2-build-pipeline,work,/root/.zenith/projects/20260630T192808Z-read-and-analyze-two-scientific-articles-sciencedirect-s00092614/.zenith/missions/mission-001/attempts/2026-06-30T19-36-41Z-0001__t2-build-pipeline.md,2026-06-30T19:36:41Z,2026-06-30T19:52:34.473181Z,953.473,1,1,,0,0,0,0,0
20260630T192808Z-read-and-analyze-two-scientific-articles-sciencedirect-s00092614,mission-001,t3-validate-pipeline,validate,/root/.zenith/projects/20260630T192808Z-read-and-analyze-two-scientific-articles-sciencedirect-s00092614/.zenith/missions/mission-001/attempts/2026-06-30T19-36-41Z-0002__t3-validate-pipeline.md,2026-06-30T19:36:41Z,2026-06-30T19:52:34.474181Z,953.474,1,1,0,1,0,0,0,0
20260630T192808Z-read-and-analyze-two-scientific-articles-sciencedirect-s00092614,mission-001,t3b-validate-v2,validate,/root/.zenith/projects/20260630T192808Z-read-and-analyze-two-scientific-articles-sciencedirect-s00092614/.zenith/missions/mission-001/attempts/2026-06-30T20-23-44Z__t3b-validate-v2.md,2026-06-30T20:23:44Z,2026-06-30T20:26:46.925988Z,182.926,1,1,1,0,0,0,0,0
20260630T192808Z-read-and-analyze-two-scientific-articles-sciencedirect-s00092614,mission-001,t5-generate-conformers,work,/root/.zenith/projects/20260630T192808Z-read-and-analyze-two-scientific-articles-sciencedirect-s00092614/.zenith/missions/mission-001/attempts/2026-06-30T20-28-02Z-0000__t5-generate-conformers.md,2026-06-30T20:28:02Z,2026-06-30T20:49:30.223367Z,1288.223,1,1,,0,0,0,0,0
20260630T192808Z-read-and-analyze-two-scientific-articles-sciencedirect-s00092614,mission-001,t6-validate-conformers,validate,/root/.zenith/projects/20260630T192808Z-read-and-analyze-two-scientific-articles-sciencedirect-s00092614/.zenith/missions/mission-001/attempts/2026-06-30T20-49-30Z-0000__t6-validate-conformers.md,2026-06-30T20:49:30Z,2026-06-30T21:02:56.457516Z,806.458,1,1,1,0,0,0,0,0
20260630T192808Z-read-and-analyze-two-scientific-articles-sciencedirect-s00092614,mission-001,t7-adversarial-validation,validate,/root/.zenith/projects/20260630T192808Z-read-and-analyze-two-scientific-articles-sciencedirect-s00092614/.zenith/missions/mission-001/attempts/2026-06-30T20-49-30Z-0001__t7-adversarial-validation.md,2026-06-30T20:49:30Z,2026-06-30T21:02:56.462516Z,806.463,1,1,0,1,0,0,0,0
20260630T192808Z-read-and-analyze-two-scientific-articles-sciencedirect-s00092614,mission-001,w-fix-conf,work,/root/.zenith/projects/20260630T192808Z-read-and-analyze-two-scientific-articles-sciencedirect-s00092614/.zenith/missions/mission-001/attempts/2026-07-06T03-25-30Z-0000__w-fix-conf.md,2026-07-06T03:25:30Z,2026-07-06T04:39:52.117775Z,4462.118,1,1,,0,0,0,1,0
20260630T192808Z-read-and-analyze-two-scientific-articles-sciencedirect-s00092614,mission-001,w-fix-xtb-crest,work,/root/.zenith/projects/20260630T192808Z-read-and-analyze-two-scientific-articles-sciencedirect-s00092614/.zenith/missions/mission-001/attempts/2026-07-06T03-25-30Z-0001__w-fix-xtb-crest.md,2026-07-06T03:25:30Z,2026-07-06T04:39:52.118775Z,4462.119,1,1,,0,0,0,1,0
20260630T192808Z-read-and-analyze-two-scientific-articles-sciencedirect-s00092614,mission-001,w-fix-lit,work,/root/.zenith/projects/20260630T192808Z-read-and-analyze-two-scientific-articles-sciencedirect-s00092614/.zenith/missions/mission-001/attempts/2026-07-06T03-25-30Z-0002__w-fix-lit.md,2026-07-06T03:25:30Z,2026-07-06T04:39:52.117775Z,4462.118,1,1,,0,0,0,0,0
20260630T192808Z-read-and-analyze-two-scientific-articles-sciencedirect-s00092614,mission-001,w-fix-manifest,work,/root/.zenith/projects/20260630T192808Z-read-and-analyze-two-scientific-articles-sciencedirect-s00092614/.zenith/missions/mission-001/attempts/2026-07-06T04-39-52Z-0000__w-fix-manifest.md,2026-07-06T04:39:52Z,2026-07-06T04:47:56.949768Z,484.95,1,1,,0,0,0,0,0
20260630T192808Z-read-and-analyze-two-scientific-articles-sciencedirect-s00092614,mission-001,v-fix-scrutiny,validate,/root/.zenith/projects/20260630T192808Z-read-and-analyze-two-scientific-articles-sciencedirect-s00092614/.zenith/missions/mission-001/attempts/2026-07-06T04-47-56Z-0000__v-fix-scrutiny.md,2026-07-06T04:47:56Z,2026-07-06T04:56:26.538320Z,510.538,1,1,0,1,0,0,0,0
20260630T192808Z-read-and-analyze-two-scientific-articles-sciencedirect-s00092614,mission-001,v-fix-surface,validate,/root/.zenith/projects/20260630T192808Z-read-and-analyze-two-scientific-articles-sciencedirect-s00092614/.zenith/missions/mission-001/attempts/2026-07-06T04-47-56Z-0001__v-fix-surface.md,2026-07-06T04:47:56Z,2026-07-06T04:56:26.539320Z,510.539,1,1,0,1,0,0,0,0
20260630T192808Z-read-and-analyze-two-scientific-articles-sciencedirect-s00092614,mission-001,v-fix2-scrutiny,validate,/root/.zenith/projects/20260630T192808Z-read-and-analyze-two-scientific-articles-sciencedirect-s00092614/.zenith/missions/mission-001/attempts/2026-07-06T12-13-23Z-0000__v-fix2-scrutiny.md,2026-07-06T12:13:23Z,2026-07-06T12:24:44.357315Z,681.357,1,0,0,0,1,1,1,1
20260630T192808Z-read-and-analyze-two-scientific-articles-sciencedirect-s00092614,mission-001,v-fix2-surface,validate,/root/.zenith/projects/20260630T192808Z-read-and-analyze-two-scientific-articles-sciencedirect-s00092614/.zenith/missions/mission-001/attempts/2026-07-06T12-13-23Z-0001__v-fix2-surface.md,2026-07-06T12:13:23Z,2026-07-06T12:24:44.358315Z,681.358,1,0,0,0,1,1,1,1
20260630T192808Z-read-and-analyze-two-scientific-articles-sciencedirect-s00092614,mission-001,v-fix3-scrutiny,validate,/root/.zenith/projects/20260630T192808Z-read-and-analyze-two-scientific-articles-sciencedirect-s00092614/.zenith/missions/mission-001/attempts/2026-07-06T12-32-51Z-0000__v-fix3-scrutiny.md,2026-07-06T12:32:51Z,2026-07-06T12:33:01.320228Z,10.32,1,0,0,0,1,1,1,1
20260630T192808Z-read-and-analyze-two-scientific-articles-sciencedirect-s00092614,mission-001,v-fix3-surface,validate,/root/.zenith/projects/20260630T192808Z-read-and-analyze-two-scientific-articles-sciencedirect-s00092614/.zenith/missions/mission-001/attempts/2026-07-06T12-32-51Z-0001__v-fix3-surface.md,2026-07-06T12:32:51Z,2026-07-06T12:33:01.322228Z,10.322,1,0,0,0,1,1,1,1
20260630T192808Z-read-and-analyze-two-scientific-articles-sciencedirect-s00092614,mission-001,v-fix4-scrutiny,validate,/root/.zenith/projects/20260630T192808Z-read-and-analyze-two-scientific-articles-sciencedirect-s00092614/.zenith/missions/mission-001/attempts/2026-07-06T15-37-40Z-0000__v-fix4-scrutiny.md,2026-07-06T15:37:40Z,2026-07-06T15:48:21.121118Z,641.121,1,1,1,0,0,0,1,0
20260630T192808Z-read-and-analyze-two-scientific-articles-sciencedirect-s00092614,mission-001,v-fix4-surface,validate,/root/.zenith/projects/20260630T192808Z-read-and-analyze-two-scientific-articles-sciencedirect-s00092614/.zenith/missions/mission-001/attempts/2026-07-06T15-37-40Z-0001__v-fix4-surface.md,2026-07-06T15:37:40Z,2026-07-06T15:48:21.122118Z,641.122,1,1,1,0,0,0,1,0
20260701T101140Z-cloudstrix-integra-cloudstrix-client-feedback-google-sheet-18-06,mission-001,W-R9,work,/root/.zenith/projects/20260701T101140Z-cloudstrix-integra-cloudstrix-client-feedback-google-sheet-18-06/.zenith/missions/mission-001/attempts/2026-07-01T10-56-36Z-0000__W-R9.md,2026-07-01T10:56:36Z,2026-07-01T11:12:59.833605Z,983.834,1,0,,0,1,0,1,0
20260701T101140Z-cloudstrix-integra-cloudstrix-client-feedback-google-sheet-18-06,mission-001,W-BASELINE,work,/root/.zenith/projects/20260701T101140Z-cloudstrix-integra-cloudstrix-client-feedback-google-sheet-18-06/.zenith/missions/mission-001/attempts/2026-07-01T10-56-36Z-0001__W-BASELINE.md,2026-07-01T10:56:36Z,2026-07-01T11:12:59.829605Z,983.83,1,1,,0,0,0,0,0
20260701T101140Z-cloudstrix-integra-cloudstrix-client-feedback-google-sheet-18-06,mission-001,W-MERGE,work,/root/.zenith/projects/20260701T101140Z-cloudstrix-integra-cloudstrix-client-feedback-google-sheet-18-06/.zenith/missions/mission-001/attempts/2026-07-01T11-15-05Z-0000__W-MERGE.md,2026-07-01T11:15:05Z,2026-07-01T11:24:38.680472Z,573.68,1,0,,0,1,0,1,0
20260701T101140Z-cloudstrix-integra-cloudstrix-client-feedback-google-sheet-18-06,mission-001,W-DEPLOY,work,/root/.zenith/projects/20260701T101140Z-cloudstrix-integra-cloudstrix-client-feedback-google-sheet-18-06/.zenith/missions/mission-001/attempts/2026-07-01T12-15-00Z-0000__W-DEPLOY.md,2026-07-01T12:15:00Z,2026-07-01T12:47:27.690844Z,1947.691,1,0,,0,1,0,1,0
20260701T101140Z-cloudstrix-integra-cloudstrix-client-feedback-google-sheet-18-06,mission-001,V-LAND,validate,/root/.zenith/projects/20260701T101140Z-cloudstrix-integra-cloudstrix-client-feedback-google-sheet-18-06/.zenith/missions/mission-001/attempts/2026-07-01T13-26-59Z__V-LAND.md,2026-07-01T13:26:59Z,2026-07-01T13:39:49.334964Z,770.335,1,0,0,0,1,0,1,0
20260701T101140Z-cloudstrix-integra-cloudstrix-client-feedback-google-sheet-18-06,mission-001,W-SEED,work,/root/.zenith/projects/20260701T101140Z-cloudstrix-integra-cloudstrix-client-feedback-google-sheet-18-06/.zenith/missions/mission-001/attempts/2026-07-01T13-43-18Z-0000__W-SEED.md,2026-07-01T13:43:18Z,2026-07-01T13:46:04.086012Z,166.086,1,0,,0,1,0,1,0
20260701T101140Z-cloudstrix-integra-cloudstrix-client-feedback-google-sheet-18-06,mission-001,V-REPORTS,validate,/root/.zenith/projects/20260701T101140Z-cloudstrix-integra-cloudstrix-client-feedback-google-sheet-18-06/.zenith/missions/mission-001/attempts/2026-07-01T18-47-45Z__V-REPORTS.md,2026-07-01T18:47:45Z,2026-07-01T18:48:10.507277Z,25.507,1,0,0,0,1,0,1,0
20260701T101140Z-cloudstrix-integra-cloudstrix-client-feedback-google-sheet-18-06,mission-001,V-JRN,validate,/root/.zenith/projects/20260701T101140Z-cloudstrix-integra-cloudstrix-client-feedback-google-sheet-18-06/.zenith/missions/mission-001/attempts/2026-07-01T18-48-41Z__V-JRN.md,2026-07-01T18:48:41Z,2026-07-01T18:49:06.567494Z,25.567,1,0,0,0,1,0,1,0
20260701T101140Z-cloudstrix-integra-cloudstrix-client-feedback-google-sheet-18-06,mission-001,V-ACCESS,validate,/root/.zenith/projects/20260701T101140Z-cloudstrix-integra-cloudstrix-client-feedback-google-sheet-18-06/.zenith/missions/mission-001/attempts/2026-07-01T18-49-37Z__V-ACCESS.md,2026-07-01T18:49:37Z,2026-07-01T18:50:00.791678Z,23.792,1,0,0,0,1,0,1,0
20260701T101140Z-cloudstrix-integra-cloudstrix-client-feedback-google-sheet-18-06,mission-001,V-BILLING-SESSION,validate,/root/.zenith/projects/20260701T101140Z-cloudstrix-integra-cloudstrix-client-feedback-google-sheet-18-06/.zenith/missions/mission-001/attempts/2026-07-01T18-50-39Z__V-BILLING-SESSION.md,2026-07-01T18:50:39Z,2026-07-01T18:51:04.526078Z,25.526,1,0,0,0,1,0,1,0
20260701T101140Z-cloudstrix-integra-cloudstrix-client-feedback-google-sheet-18-06,mission-001,V-ADMIN,validate,/root/.zenith/projects/20260701T101140Z-cloudstrix-integra-cloudstrix-client-feedback-google-sheet-18-06/.zenith/missions/mission-001/attempts/2026-07-01T18-51-34Z__V-ADMIN.md,2026-07-01T18:51:34Z,2026-07-01T18:51:58.867277Z,24.867,1,0,0,0,1,0,1,0
20260701T152006Z-mission-eliminate-recurring-operator-agent-interaction-anti-patt,mission-001,w-setup,work,/root/.zenith/projects/20260701T152006Z-mission-eliminate-recurring-operator-agent-interaction-anti-patt/.zenith/missions/mission-001/attempts/2026-07-01T15-59-30Z-0000__w-setup.md,2026-07-01T15:59:30Z,2026-07-01T16:11:32.471675Z,722.472,1,1,,0,0,0,0,0
20260701T152006Z-mission-eliminate-recurring-operator-agent-interaction-anti-patt,mission-001,w-extract,work,/root/.zenith/projects/20260701T152006Z-mission-eliminate-recurring-operator-agent-interaction-anti-patt/.zenith/missions/mission-001/attempts/2026-07-01T15-59-30Z-0001__w-extract.md,2026-07-01T15:59:30Z,2026-07-01T16:11:32.469675Z,722.47,1,0,,0,1,0,1,0
20260701T152006Z-mission-eliminate-recurring-operator-agent-interaction-anti-patt,mission-001,w-extract-2,work,/root/.zenith/projects/20260701T152006Z-mission-eliminate-recurring-operator-agent-interaction-anti-patt/.zenith/missions/mission-001/attempts/2026-07-01T16-15-14Z-0000__w-extract-2.md,2026-07-01T16:15:14Z,2026-07-01T16:59:36.727354Z,2662.727,1,1,,0,0,0,1,0
20260701T152006Z-mission-eliminate-recurring-operator-agent-interaction-anti-patt,mission-001,w-taxonomy,work,/root/.zenith/projects/20260701T152006Z-mission-eliminate-recurring-operator-agent-interaction-anti-patt/.zenith/missions/mission-001/attempts/2026-07-01T16-59-36Z-0000__w-taxonomy.md,2026-07-01T16:59:36Z,2026-07-01T17:18:45.238107Z,1149.238,1,1,,0,0,0,0,0
20260701T152006Z-mission-eliminate-recurring-operator-agent-interaction-anti-patt,mission-001,v-evid-scrutiny,validate,/root/.zenith/projects/20260701T152006Z-mission-eliminate-recurring-operator-agent-interaction-anti-patt/.zenith/missions/mission-001/attempts/2026-07-01T17-18-45Z-0000__v-evid-scrutiny.md,2026-07-01T17:18:45Z,2026-07-01T18:06:54.287472Z,2889.287,1,1,1,0,0,0,0,0
20260701T152006Z-mission-eliminate-recurring-operator-agent-interaction-anti-patt,mission-001,v-evid-real,validate,/root/.zenith/projects/20260701T152006Z-mission-eliminate-recurring-operator-agent-interaction-anti-patt/.zenith/missions/mission-001/attempts/2026-07-01T17-18-45Z-0001__v-evid-real.md,2026-07-01T17:18:45Z,2026-07-01T18:06:54.284472Z,2889.284,1,1,0,0,0,0,0,0
20260701T152006Z-mission-eliminate-recurring-operator-agent-interaction-anti-patt,mission-001,w-extract-clean,work,/root/.zenith/projects/20260701T152006Z-mission-eliminate-recurring-operator-agent-interaction-anti-patt/.zenith/missions/mission-001/attempts/2026-07-01T18-12-37Z-0000__w-extract-clean.md,2026-07-01T18:12:37Z,2026-07-01T18:24:31.290874Z,714.291,1,1,,0,0,0,0,0
20260701T152006Z-mission-eliminate-recurring-operator-agent-interaction-anti-patt,mission-001,v-evid-real-2,validate,/root/.zenith/projects/20260701T152006Z-mission-eliminate-recurring-operator-agent-interaction-anti-patt/.zenith/missions/mission-001/attempts/2026-07-01T18-24-31Z-0000__v-evid-real-2.md,2026-07-01T18:24:31Z,2026-07-01T18:36:08.160300Z,697.16,1,1,1,0,0,0,1,0
20260701T152006Z-mission-eliminate-recurring-operator-agent-interaction-anti-patt,mission-001,v-evid-scrutiny-2,validate,/root/.zenith/projects/20260701T152006Z-mission-eliminate-recurring-operator-agent-interaction-anti-patt/.zenith/missions/mission-001/attempts/2026-07-01T18-24-31Z-0001__v-evid-scrutiny-2.md,2026-07-01T18:24:31Z,2026-07-01T18:36:08.162300Z,697.162,1,1,1,0,0,0,0,0
20260701T152006Z-mission-eliminate-recurring-operator-agent-interaction-anti-patt,mission-001,w-claude,work,/root/.zenith/projects/20260701T152006Z-mission-eliminate-recurring-operator-agent-interaction-anti-patt/.zenith/missions/mission-001/attempts/2026-07-01T18-36-42Z-0000__w-claude.md,2026-07-01T18:36:42Z,2026-07-01T18:45:57.696429Z,555.696,1,0,,0,1,0,1,0
20260701T152006Z-mission-eliminate-recurring-operator-agent-interaction-anti-patt,mission-001,w-codex,work,/root/.zenith/projects/20260701T152006Z-mission-eliminate-recurring-operator-agent-interaction-anti-patt/.zenith/missions/mission-001/attempts/2026-07-01T18-36-42Z-0001__w-codex.md,2026-07-01T18:36:42Z,2026-07-01T18:45:57.697428Z,555.697,1,1,,0,0,0,0,0
20260701T152006Z-mission-eliminate-recurring-operator-agent-interaction-anti-patt,mission-001,w-hermes,work,/root/.zenith/projects/20260701T152006Z-mission-eliminate-recurring-operator-agent-interaction-anti-patt/.zenith/missions/mission-001/attempts/2026-07-01T18-36-42Z-0002__w-hermes.md,2026-07-01T18:36:42Z,2026-07-01T18:45:57.698429Z,555.698,1,1,,0,0,0,0,0
20260701T152006Z-mission-eliminate-recurring-operator-agent-interaction-anti-patt,mission-001,w-claude-2,work,/root/.zenith/projects/20260701T152006Z-mission-eliminate-recurring-operator-agent-interaction-anti-patt/.zenith/missions/mission-001/attempts/2026-07-01T18-48-00Z-0000__w-claude-2.md,2026-07-01T18:48:00Z,2026-07-01T18:48:26.087615Z,26.088,1,0,,0,1,0,1,0
20260701T152006Z-mission-eliminate-recurring-operator-agent-interaction-anti-patt,mission-001,w-claude-3,work,/root/.zenith/projects/20260701T152006Z-mission-eliminate-recurring-operator-agent-interaction-anti-patt/.zenith/missions/mission-001/attempts/2026-07-01T19-06-58Z-0000__w-claude-3.md,2026-07-01T19:06:58Z,2026-07-01T19:07:23.861155Z,25.861,1,0,,0,1,0,1,0
20260701T152006Z-mission-eliminate-recurring-operator-agent-interaction-anti-patt,mission-001,w-cl-rules,work,/root/.zenith/projects/20260701T152006Z-mission-eliminate-recurring-operator-agent-interaction-anti-patt/.zenith/missions/mission-001/attempts/2026-07-01T19-13-32Z-0000__w-cl-rules.md,2026-07-01T19:13:32Z,2026-07-01T19:13:59.463201Z,27.463,1,0,,0,1,0,1,0
20260701T152006Z-mission-eliminate-recurring-operator-agent-interaction-anti-patt,mission-001,w-cl-mem,work,/root/.zenith/projects/20260701T152006Z-mission-eliminate-recurring-operator-agent-interaction-anti-patt/.zenith/missions/mission-001/attempts/2026-07-01T19-13-32Z-0001__w-cl-mem.md,2026-07-01T19:13:32Z,2026-07-01T19:13:59.462201Z,27.462,1,0,,0,1,0,1,0
20260701T152006Z-mission-eliminate-recurring-operator-agent-interaction-anti-patt,mission-001,w-cl-mem-2,work,/root/.zenith/projects/20260701T152006Z-mission-eliminate-recurring-operator-agent-interaction-anti-patt/.zenith/missions/mission-001/attempts/2026-07-01T19-44-03Z-0000__w-cl-mem-2.md,2026-07-01T19:44:03Z,2026-07-01T19:44:28.751994Z,25.752,1,0,,0,1,0,1,0
20260701T152006Z-mission-eliminate-recurring-operator-agent-interaction-anti-patt,mission-001,w-cl-hooks-2,work,/root/.zenith/projects/20260701T152006Z-mission-eliminate-recurring-operator-agent-interaction-anti-patt/.zenith/missions/mission-001/attempts/2026-07-01T19-44-03Z-0001__w-cl-hooks-2.md,2026-07-01T19:44:03Z,2026-07-01T19:44:28.749994Z,25.75,1,0,,0,1,0,1,0
20260701T152006Z-mission-eliminate-recurring-operator-agent-interaction-anti-patt,mission-001,w-cl-mem-stage,work,/root/.zenith/projects/20260701T152006Z-mission-eliminate-recurring-operator-agent-interaction-anti-patt/.zenith/missions/mission-001/attempts/2026-07-01T20-40-14Z-0000__w-cl-mem-stage.md,2026-07-01T20:40:14Z,2026-07-01T21:07:27.980418Z,1633.98,1,1,,0,0,0,1,0
20260701T152006Z-mission-eliminate-recurring-operator-agent-interaction-anti-patt,mission-001,w-cl-hooks-stage,work,/root/.zenith/projects/20260701T152006Z-mission-eliminate-recurring-operator-agent-interaction-anti-patt/.zenith/missions/mission-001/attempts/2026-07-01T20-40-14Z-0001__w-cl-hooks-stage.md,2026-07-01T20:40:14Z,2026-07-01T21:07:27.977418Z,1633.977,1,1,,0,0,0,1,0
20260701T152006Z-mission-eliminate-recurring-operator-agent-interaction-anti-patt,mission-001,w-cl-mem-apply,work,/root/.zenith/projects/20260701T152006Z-mission-eliminate-recurring-operator-agent-interaction-anti-patt/.zenith/missions/mission-001/attempts/2026-07-01T21-07-27Z-0000__w-cl-mem-apply.md,2026-07-01T21:07:27Z,2026-07-01T21:10:25.737782Z,178.738,1,1,,0,0,0,0,0
20260701T152006Z-mission-eliminate-recurring-operator-agent-interaction-anti-patt,mission-001,w-cl-hooks-apply,work,/root/.zenith/projects/20260701T152006Z-mission-eliminate-recurring-operator-agent-interaction-anti-patt/.zenith/missions/mission-001/attempts/2026-07-01T21-07-27Z-0001__w-cl-hooks-apply.md,2026-07-01T21:07:27Z,2026-07-01T21:10:25.734782Z,178.735,1,1,,0,0,0,0,0
20260701T152006Z-mission-eliminate-recurring-operator-agent-interaction-anti-patt,mission-001,w-cl-rules-final,work,/root/.zenith/projects/20260701T152006Z-mission-eliminate-recurring-operator-agent-interaction-anti-patt/.zenith/missions/mission-001/attempts/2026-07-01T21-10-25Z-0000__w-cl-rules-final.md,2026-07-01T21:10:25Z,2026-07-01T21:13:16.673108Z,171.673,1,1,,0,0,0,0,0
20260701T152006Z-mission-eliminate-recurring-operator-agent-interaction-anti-patt,mission-001,v-enf-scrutiny-2,validate,/root/.zenith/projects/20260701T152006Z-mission-eliminate-recurring-operator-agent-interaction-anti-patt/.zenith/missions/mission-001/attempts/2026-07-01T21-13-16Z-0000__v-enf-scrutiny-2.md,2026-07-01T21:13:16Z,2026-07-01T21:27:58.324959Z,882.325,1,1,1,0,0,0,0,0
20260701T152006Z-mission-eliminate-recurring-operator-agent-interaction-anti-patt,mission-001,v-enf-real-2,validate,/root/.zenith/projects/20260701T152006Z-mission-eliminate-recurring-operator-agent-interaction-anti-patt/.zenith/missions/mission-001/attempts/2026-07-01T21-13-16Z-0001__v-enf-real-2.md,2026-07-01T21:13:16Z,2026-07-01T21:27:58.322959Z,882.323,1,1,1,0,0,0,1,0
20260701T152006Z-mission-eliminate-recurring-operator-agent-interaction-anti-patt,mission-001,w-finalize,work,/root/.zenith/projects/20260701T152006Z-mission-eliminate-recurring-operator-agent-interaction-anti-patt/.zenith/missions/mission-001/attempts/2026-07-01T21-29-40Z-0000__w-finalize.md,2026-07-01T21:29:40Z,2026-07-01T21:39:48.969201Z,608.969,1,1,,0,0,0,0,0
20260701T152006Z-mission-eliminate-recurring-operator-agent-interaction-anti-patt,mission-001,w-report,work,/root/.zenith/projects/20260701T152006Z-mission-eliminate-recurring-operator-agent-interaction-anti-patt/.zenith/missions/mission-001/attempts/2026-07-01T21-39-48Z-0000__w-report.md,2026-07-01T21:39:48Z,2026-07-01T21:49:41.794919Z,593.795,1,1,,0,0,0,0,0
20260701T152006Z-mission-eliminate-recurring-operator-agent-interaction-anti-patt,mission-001,v-shared,validate,/root/.zenith/projects/20260701T152006Z-mission-eliminate-recurring-operator-agent-interaction-anti-patt/.zenith/missions/mission-001/attempts/2026-07-01T21-49-41Z__v-shared.md,2026-07-01T21:49:41Z,2026-07-01T21:53:24.997889Z,223.998,1,1,1,0,0,0,0,0
20260701T204251Z-zenith-2026-07-01,mission-001,t1-research-kzgov,work,/root/.zenith/projects/20260701T204251Z-zenith-2026-07-01/.zenith/missions/mission-001/attempts/2026-07-01T21-15-30Z-0000__t1-research-kzgov.md,2026-07-01T21:15:30Z,2026-07-01T21:15:39.237932Z,9.238,1,0,,0,1,0,1,1
20260701T204251Z-zenith-2026-07-01,mission-001,t2-research-telecom,work,/root/.zenith/projects/20260701T204251Z-zenith-2026-07-01/.zenith/missions/mission-001/attempts/2026-07-01T21-15-30Z-0001__t2-research-telecom.md,2026-07-01T21:15:30Z,2026-07-01T21:15:39.239932Z,9.24,1,0,,0,1,0,1,1
